epoc (ms),timestamp (-0400),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1.63E+12,2021-09-29T13.36.36.224,5.372,-0.609,0.689,0.184
1.63E+12,2021-09-29T13.36.36.228,5.376,-0.617,0.663,0.173
1.63E+12,2021-09-29T13.36.36.234,5.382,-0.567,0.714,0.246
1.63E+12,2021-09-29T13.36.36.239,5.387,-0.666,0.646,0.15
1.63E+12,2021-09-29T13.36.36.244,5.392,-0.687,0.676,0.139
1.63E+12,2021-09-29T13.36.36.249,5.397,-0.611,0.664,0.175
1.63E+12,2021-09-29T13.36.36.255,5.403,-0.641,0.699,0.143
1.63E+12,2021-09-29T13.36.36.259,5.407,-0.644,0.649,0.101
1.63E+12,2021-09-29T13.36.36.264,5.412,-0.63,0.699,0.124
1.63E+12,2021-09-29T13.36.36.269,5.417,-0.616,0.677,0.112
1.63E+12,2021-09-29T13.36.36.274,5.422,-0.603,0.692,0.126
1.63E+12,2021-09-29T13.36.36.280,5.428,-0.598,0.692,0.139
1.63E+12,2021-09-29T13.36.36.284,5.432,-0.614,0.691,0.138
1.63E+12,2021-09-29T13.36.36.290,5.438,-0.618,0.705,0.147
1.63E+12,2021-09-29T13.36.36.294,5.442,-0.645,0.758,0.164
1.63E+12,2021-09-29T13.36.36.300,5.448,-0.479,0.448,0.131
1.63E+12,2021-09-29T13.36.36.305,5.453,-0.767,0.747,0.084
1.63E+12,2021-09-29T13.36.36.309,5.457,-0.617,0.869,0.129
1.63E+12,2021-09-29T13.36.36.315,5.463,-0.411,0.545,0.146
1.63E+12,2021-09-29T13.36.36.319,5.467,-0.557,0.63,0.088
1.63E+12,2021-09-29T13.36.36.325,5.473,-0.656,0.695,0.099
1.63E+12,2021-09-29T13.36.36.329,5.477,-0.75,0.743,0.077
1.63E+12,2021-09-29T13.36.36.335,5.483,-0.62,0.739,0.091
1.63E+12,2021-09-29T13.36.36.340,5.488,-0.596,0.65,0.125
1.63E+12,2021-09-29T13.36.36.344,5.492,-0.641,0.684,0.103
1.63E+12,2021-09-29T13.36.36.350,5.498,-0.574,0.637,0.103
1.63E+12,2021-09-29T13.36.36.354,5.502,-0.61,0.728,0.094
1.63E+12,2021-09-29T13.36.36.360,5.508,-0.67,0.712,0.054
1.63E+12,2021-09-29T13.36.36.365,5.513,-0.637,0.58,0.083
1.63E+12,2021-09-29T13.36.36.370,5.518,-0.622,0.618,0.114
1.63E+12,2021-09-29T13.36.36.375,5.523,-0.588,0.738,0.108
1.63E+12,2021-09-29T13.36.36.379,5.527,-0.626,0.725,0.092
1.63E+12,2021-09-29T13.36.36.385,5.533,-0.63,0.655,0.086
1.63E+12,2021-09-29T13.36.36.390,5.538,-0.605,0.614,0.058
1.63E+12,2021-09-29T13.36.36.395,5.543,-0.573,0.693,0.085
1.63E+12,2021-09-29T13.36.36.400,5.548,-0.601,0.745,0.125
1.63E+12,2021-09-29T13.36.36.406,5.554,-0.635,0.625,0.103
1.63E+12,2021-09-29T13.36.36.410,5.558,-0.652,0.658,0.129
1.63E+12,2021-09-29T13.36.36.414,5.562,-0.666,0.794,0.106
1.63E+12,2021-09-29T13.36.36.420,5.568,-0.602,0.74,0.112
1.63E+12,2021-09-29T13.36.36.425,5.573,-0.591,0.638,0.091
1.63E+12,2021-09-29T13.36.36.431,5.579,-0.591,0.646,0.081
1.63E+12,2021-09-29T13.36.36.435,5.583,-0.583,0.696,0.105
1.63E+12,2021-09-29T13.36.36.441,5.589,-0.673,0.761,0.082
1.63E+12,2021-09-29T13.36.36.445,5.593,-0.667,0.672,0.092
1.63E+12,2021-09-29T13.36.36.450,5.598,-0.602,0.612,0.062
1.63E+12,2021-09-29T13.36.36.455,5.603,-0.599,0.705,0.108
1.63E+12,2021-09-29T13.36.36.460,5.608,-0.593,0.687,0.182
1.63E+12,2021-09-29T13.36.36.466,5.614,-0.682,0.704,0.123
1.63E+12,2021-09-29T13.36.36.470,5.618,-0.653,0.681,0.098
1.63E+12,2021-09-29T13.36.36.476,5.624,-0.615,0.697,0.105
1.63E+12,2021-09-29T13.36.36.480,5.628,-0.648,0.709,0.102
1.63E+12,2021-09-29T13.36.36.485,5.633,-0.583,0.577,0.089
1.63E+12,2021-09-29T13.36.36.491,5.639,-0.602,0.691,0.117
1.63E+12,2021-09-29T13.36.36.495,5.643,-0.639,0.785,0.107
1.63E+12,2021-09-29T13.36.36.501,5.649,-0.625,0.621,0.089
1.63E+12,2021-09-29T13.36.36.505,5.653,-0.625,0.617,0.083
1.63E+12,2021-09-29T13.36.36.511,5.659,-0.648,0.723,0.085
1.63E+12,2021-09-29T13.36.36.515,5.663,-0.66,0.718,0.088
1.63E+12,2021-09-29T13.36.36.520,5.668,-0.632,0.677,0.115
1.63E+12,2021-09-29T13.36.36.526,5.674,-0.562,0.651,0.165
1.63E+12,2021-09-29T13.36.36.530,5.678,-0.622,0.777,0.16
1.63E+12,2021-09-29T13.36.36.536,5.684,-0.616,0.667,0.064
1.63E+12,2021-09-29T13.36.36.540,5.688,-0.644,0.673,0.114
1.63E+12,2021-09-29T13.36.36.546,5.694,-0.642,0.727,0.139
1.63E+12,2021-09-29T13.36.36.551,5.699,-0.597,0.68,0.123
1.63E+12,2021-09-29T13.36.36.557,5.705,-0.596,0.605,0.103
1.63E+12,2021-09-29T13.36.36.561,5.709,-0.582,0.628,0.116
1.63E+12,2021-09-29T13.36.36.565,5.713,-0.597,0.729,0.129
1.63E+12,2021-09-29T13.36.36.571,5.719,-0.588,0.644,0.147
1.63E+12,2021-09-29T13.36.36.576,5.724,-0.626,0.663,0.175
1.63E+12,2021-09-29T13.36.36.581,5.729,-0.667,0.731,0.108
1.63E+12,2021-09-29T13.36.36.586,5.734,-0.66,0.692,0.089
1.63E+12,2021-09-29T13.36.36.592,5.74,-0.646,0.647,0.124
1.63E+12,2021-09-29T13.36.36.596,5.744,-0.638,0.687,0.145
1.63E+12,2021-09-29T13.36.36.600,5.748,-0.609,0.695,0.117
1.63E+12,2021-09-29T13.36.36.606,5.754,-0.642,0.685,0.096
1.63E+12,2021-09-29T13.36.36.611,5.759,-0.603,0.648,0.127
1.63E+12,2021-09-29T13.36.36.617,5.765,-0.613,0.7,0.146
1.63E+12,2021-09-29T13.36.36.621,5.769,-0.606,0.683,0.148
1.63E+12,2021-09-29T13.36.36.627,5.775,-0.588,0.669,0.149
1.63E+12,2021-09-29T13.36.36.631,5.779,-0.632,0.691,0.098
1.63E+12,2021-09-29T13.36.36.636,5.784,-0.647,0.683,0.124
1.63E+12,2021-09-29T13.36.36.641,5.789,-0.591,0.672,0.192
1.63E+12,2021-09-29T13.36.36.646,5.794,-0.624,0.675,0.096
1.63E+12,2021-09-29T13.36.36.652,5.8,-0.652,0.683,0.128
1.63E+12,2021-09-29T13.36.36.656,5.804,-0.606,0.667,0.125
1.63E+12,2021-09-29T13.36.36.662,5.81,-0.613,0.691,0.105
1.63E+12,2021-09-29T13.36.36.666,5.814,-0.577,0.714,0.209
1.63E+12,2021-09-29T13.36.36.671,5.819,-0.572,0.699,0.231
1.63E+12,2021-09-29T13.36.36.677,5.825,-0.624,0.671,0.134
1.63E+12,2021-09-29T13.36.36.681,5.829,-0.672,0.718,0.11
1.63E+12,2021-09-29T13.36.36.687,5.835,-0.694,0.686,0.118
1.63E+12,2021-09-29T13.36.36.691,5.839,-0.619,0.662,0.088
1.63E+12,2021-09-29T13.36.36.697,5.845,-0.677,0.693,0.137
1.63E+12,2021-09-29T13.36.36.702,5.85,-0.638,0.708,0.139
1.63E+12,2021-09-29T13.36.36.707,5.855,-0.612,0.664,0.157
1.63E+12,2021-09-29T13.36.36.712,5.86,-0.624,0.694,0.185
1.63E+12,2021-09-29T13.36.36.716,5.864,-0.614,0.668,0.126
1.63E+12,2021-09-29T13.36.36.722,5.87,-0.681,0.724,0.119
1.63E+12,2021-09-29T13.36.36.726,5.874,-0.648,0.667,0.11
1.63E+12,2021-09-29T13.36.36.732,5.88,-0.665,0.707,0.098
1.63E+12,2021-09-29T13.36.36.737,5.885,-0.621,0.64,0.113
1.63E+12,2021-09-29T13.36.36.743,5.891,-0.613,0.736,0.185
1.63E+12,2021-09-29T13.36.36.747,5.895,-0.586,0.639,0.146
1.63E+12,2021-09-29T13.36.36.751,5.899,-0.614,0.703,0.137
1.63E+12,2021-09-29T13.36.36.757,5.905,-0.64,0.701,0.154
1.63E+12,2021-09-29T13.36.36.762,5.91,-0.678,0.693,0.114
1.63E+12,2021-09-29T13.36.36.767,5.915,-0.621,0.701,0.132
1.63E+12,2021-09-29T13.36.36.772,5.92,-0.635,0.666,0.149
1.63E+12,2021-09-29T13.36.36.778,5.926,-0.637,0.702,0.158
1.63E+12,2021-09-29T13.36.36.782,5.93,-0.599,0.656,0.136
1.63E+12,2021-09-29T13.36.36.786,5.934,-0.686,0.713,0.144
1.63E+12,2021-09-29T13.36.36.792,5.94,-0.924,0.826,1.482
1.63E+12,2021-09-29T13.36.36.797,5.945,-0.641,0.736,4.443
1.63E+12,2021-09-29T13.36.36.803,5.951,0.1,0.699,5.878
1.63E+12,2021-09-29T13.36.36.807,5.955,-0.509,1.697,5.667
1.63E+12,2021-09-29T13.36.36.813,5.961,-1.05,0.666,5.199
1.63E+12,2021-09-29T13.36.36.817,5.965,-0.484,0.717,6.768
1.63E+12,2021-09-29T13.36.36.823,5.971,-0.792,1.388,8.401
1.63E+12,2021-09-29T13.36.36.828,5.976,-1.832,0.532,8.001
1.63E+12,2021-09-29T13.36.36.832,5.98,-1.559,0.484,5.797
1.63E+12,2021-09-29T13.36.36.838,5.986,-1.195,1.118,3.264
1.63E+12,2021-09-29T13.36.36.842,5.99,-1.673,0.727,1.672
1.63E+12,2021-09-29T13.36.36.848,5.996,-1.341,0.415,1.285
1.63E+12,2021-09-29T13.36.36.852,6,-0.552,0.903,1.192
1.63E+12,2021-09-29T13.36.36.858,6.006,-0.406,1.192,0.676
1.63E+12,2021-09-29T13.36.36.863,6.011,-0.436,0.795,0.465
1.63E+12,2021-09-29T13.36.36.867,6.015,0.051,0.589,0.511
1.63E+12,2021-09-29T13.36.36.873,6.021,0.041,0.573,0.291
1.63E+12,2021-09-29T13.36.36.877,6.025,-0.211,0.227,-0.04
1.63E+12,2021-09-29T13.36.36.883,6.031,0.203,0.005,0.212
1.63E+12,2021-09-29T13.36.36.888,6.036,0.063,0.086,0.25
1.63E+12,2021-09-29T13.36.36.893,6.041,-0.616,-0.025,-0.096
1.63E+12,2021-09-29T13.36.36.898,6.046,-0.69,0.582,-0.049
1.63E+12,2021-09-29T13.36.36.902,6.05,-0.758,0.852,-0.127
1.63E+12,2021-09-29T13.36.36.908,6.056,-0.905,0.66,-0.131
1.63E+12,2021-09-29T13.36.36.912,6.06,-0.892,1.008,-0.068
1.63E+12,2021-09-29T13.36.36.918,6.066,-0.601,1.134,0.021
1.63E+12,2021-09-29T13.36.36.923,6.071,-0.26,0.417,-0.058
1.63E+12,2021-09-29T13.36.36.929,6.077,-0.459,0.423,-0.074
1.63E+12,2021-09-29T13.36.36.933,6.081,-0.454,0.769,-0.047
1.63E+12,2021-09-29T13.36.36.937,6.085,-0.287,0.593,-0.078
1.63E+12,2021-09-29T13.36.36.943,6.091,-0.6,0.581,-0.082
1.63E+12,2021-09-29T13.36.36.948,6.096,-0.981,0.917,-0.045
1.63E+12,2021-09-29T13.36.36.953,6.101,-0.866,0.993,-0.032
1.63E+12,2021-09-29T13.36.36.958,6.106,-0.716,0.655,-0.077
1.63E+12,2021-09-29T13.36.36.964,6.112,-0.831,0.658,-0.042
1.63E+12,2021-09-29T13.36.36.968,6.116,-0.778,0.791,0.041
1.63E+12,2021-09-29T13.36.36.973,6.121,-0.378,0.629,0.076
1.63E+12,2021-09-29T13.36.36.978,6.126,-0.301,0.492,0.099
1.63E+12,2021-09-29T13.36.36.983,6.131,-0.419,0.548,0.125
1.63E+12,2021-09-29T13.36.36.989,6.137,-0.383,0.533,0.155
1.63E+12,2021-09-29T13.36.36.993,6.141,-0.432,0.534,0.197
1.63E+12,2021-09-29T13.36.36.999,6.147,-0.733,0.669,0.266
1.63E+12,2021-09-29T13.36.37.003,6.151,-0.722,0.775,0.641
1.63E+12,2021-09-29T13.36.37.008,6.156,-0.916,0.939,0.677
1.63E+12,2021-09-29T13.36.37.014,6.162,-1.11,0.882,0.404
1.63E+12,2021-09-29T13.36.37.018,6.166,-0.878,0.892,0.682
1.63E+12,2021-09-29T13.36.37.024,6.172,-0.837,0.815,0.762
1.63E+12,2021-09-29T13.36.37.028,6.176,-0.646,0.634,0.854
1.63E+12,2021-09-29T13.36.37.034,6.182,-0.364,0.708,1.116
1.63E+12,2021-09-29T13.36.37.038,6.186,-0.399,0.646,0.978
1.63E+12,2021-09-29T13.36.37.043,6.191,-0.463,0.532,0.901
1.63E+12,2021-09-29T13.36.37.049,6.197,-0.447,0.527,0.897
1.63E+12,2021-09-29T13.36.37.053,6.201,-0.548,0.537,0.735
1.63E+12,2021-09-29T13.36.37.059,6.207,-0.67,0.545,0.605
1.63E+12,2021-09-29T13.36.37.063,6.211,-0.708,0.553,0.463
1.63E+12,2021-09-29T13.36.37.069,6.217,-0.692,0.614,0.376
1.63E+12,2021-09-29T13.36.37.074,6.222,-0.647,0.791,0.383
1.63E+12,2021-09-29T13.36.37.079,6.227,-0.607,0.856,0.376
1.63E+12,2021-09-29T13.36.37.084,6.232,-0.523,0.845,0.408
1.63E+12,2021-09-29T13.36.37.088,6.236,-0.524,0.849,0.451
1.63E+12,2021-09-29T13.36.37.094,6.242,-0.568,0.792,0.474
1.63E+12,2021-09-29T13.36.37.099,6.247,-0.618,0.655,0.49
1.63E+12,2021-09-29T13.36.37.104,6.252,-0.752,0.599,0.5
1.63E+12,2021-09-29T13.36.37.109,6.257,-0.871,0.672,0.531
1.63E+12,2021-09-29T13.36.37.115,6.263,-0.867,0.713,0.539
1.63E+12,2021-09-29T13.36.37.119,6.267,-0.81,0.697,0.504
1.63E+12,2021-09-29T13.36.37.123,6.271,-0.724,0.685,0.469
1.63E+12,2021-09-29T13.36.37.129,6.277,-0.546,0.695,0.484
1.63E+12,2021-09-29T13.36.37.134,6.282,-0.387,0.671,0.501
1.63E+12,2021-09-29T13.36.37.140,6.288,-0.361,0.639,0.482
1.63E+12,2021-09-29T13.36.37.144,6.292,-0.397,0.667,0.459
1.63E+12,2021-09-29T13.36.37.150,6.298,-0.45,0.677,0.476
1.63E+12,2021-09-29T13.36.37.154,6.302,-0.581,0.652,0.504
1.63E+12,2021-09-29T13.36.37.159,6.307,-0.727,0.64,0.497
1.63E+12,2021-09-29T13.36.37.164,6.312,-0.785,0.622,0.508
1.63E+12,2021-09-29T13.36.37.169,6.317,-0.777,0.617,0.552
1.63E+12,2021-09-29T13.36.37.175,6.323,-0.767,0.643,0.536
1.63E+12,2021-09-29T13.36.37.179,6.327,-0.729,0.71,0.481
1.63E+12,2021-09-29T13.36.37.185,6.333,-0.653,0.777,0.47
1.63E+12,2021-09-29T13.36.37.189,6.337,-0.597,0.81,0.461
1.63E+12,2021-09-29T13.36.37.194,6.342,-0.596,0.83,0.437
1.63E+12,2021-09-29T13.36.37.200,6.348,-0.603,0.813,0.462
1.63E+12,2021-09-29T13.36.37.204,6.352,-0.61,0.753,0.51
1.63E+12,2021-09-29T13.36.37.210,6.358,-0.638,0.702,0.511
1.63E+12,2021-09-29T13.36.37.214,6.362,-0.666,0.64,0.491
1.63E+12,2021-09-29T13.36.37.220,6.368,-0.633,0.568,0.51
1.63E+12,2021-09-29T13.36.37.224,6.372,-0.566,0.527,0.527
1.63E+12,2021-09-29T13.36.37.230,6.378,-0.525,0.529,0.509
1.63E+12,2021-09-29T13.36.37.235,6.383,-0.515,0.564,0.492
1.63E+12,2021-09-29T13.36.37.239,6.387,-0.516,0.621,0.493
1.63E+12,2021-09-29T13.36.37.245,6.393,-0.56,0.723,0.489
1.63E+12,2021-09-29T13.36.37.249,6.397,-0.657,0.814,0.468
1.63E+12,2021-09-29T13.36.37.255,6.403,-0.716,0.833,0.466
1.63E+12,2021-09-29T13.36.37.260,6.408,-0.742,0.832,0.49
1.63E+12,2021-09-29T13.36.37.265,6.413,-0.76,0.809,0.502
1.63E+12,2021-09-29T13.36.37.270,6.418,-0.742,0.747,0.495
1.63E+12,2021-09-29T13.36.37.274,6.422,-0.684,0.667,0.492
1.63E+12,2021-09-29T13.36.37.280,6.428,-0.632,0.626,0.498
1.63E+12,2021-09-29T13.36.37.285,6.433,-0.603,0.61,0.495
1.63E+12,2021-09-29T13.36.37.290,6.438,-0.565,0.591,0.494
1.63E+12,2021-09-29T13.36.37.295,6.443,-0.552,0.604,0.499
1.63E+12,2021-09-29T13.36.37.301,6.449,-0.568,0.657,0.501
1.63E+12,2021-09-29T13.36.37.305,6.453,-0.584,0.689,0.493
1.63E+12,2021-09-29T13.36.37.309,6.457,-0.591,0.704,0.49
1.63E+12,2021-09-29T13.36.37.315,6.463,-0.598,0.723,0.494
1.63E+12,2021-09-29T13.36.37.320,6.468,-0.604,0.719,0.489
1.63E+12,2021-09-29T13.36.37.326,6.474,-0.609,0.689,0.49
1.63E+12,2021-09-29T13.36.37.330,6.478,-0.624,0.67,0.492
1.63E+12,2021-09-29T13.36.37.336,6.484,-0.648,0.67,0.489
1.63E+12,2021-09-29T13.36.37.340,6.488,-0.677,0.682,0.487
1.63E+12,2021-09-29T13.36.37.345,6.493,-0.701,0.686,0.494
1.63E+12,2021-09-29T13.36.37.350,6.498,-0.708,0.726,0.505
1.63E+12,2021-09-29T13.36.37.355,6.503,-0.701,0.771,0.498
1.63E+12,2021-09-29T13.36.37.361,6.509,-0.679,0.771,0.483
1.63E+12,2021-09-29T13.36.37.365,6.513,-0.637,0.753,0.479
1.63E+12,2021-09-29T13.36.37.371,6.519,-0.585,0.72,0.485
1.63E+12,2021-09-29T13.36.37.375,6.523,-0.546,0.667,0.493
1.63E+12,2021-09-29T13.36.37.381,6.529,-0.533,0.606,0.492
1.63E+12,2021-09-29T13.36.37.386,6.534,-0.543,0.573,0.498
1.63E+12,2021-09-29T13.36.37.390,6.538,-0.572,0.584,0.509
1.63E+12,2021-09-29T13.36.37.396,6.544,-0.607,0.601,0.506
1.63E+12,2021-09-29T13.36.37.400,6.548,-0.644,0.635,0.498
1.63E+12,2021-09-29T13.36.37.406,6.554,-0.67,0.696,0.496
1.63E+12,2021-09-29T13.36.37.411,6.559,-0.676,0.746,0.499
1.63E+12,2021-09-29T13.36.37.416,6.564,-0.666,0.768,0.487
1.63E+12,2021-09-29T13.36.37.421,6.569,-0.665,0.783,0.476
1.63E+12,2021-09-29T13.36.37.425,6.573,-0.654,0.779,0.474
1.63E+12,2021-09-29T13.36.37.431,6.579,-0.645,0.751,0.481
1.63E+12,2021-09-29T13.36.37.435,6.583,-0.644,0.706,0.485
1.63E+12,2021-09-29T13.36.37.441,6.589,-0.647,0.673,0.497
1.63E+12,2021-09-29T13.36.37.446,6.594,-0.638,0.646,0.504
1.63E+12,2021-09-29T13.36.37.452,6.6,-0.628,0.627,0.511
1.63E+12,2021-09-29T13.36.37.456,6.604,-0.618,0.631,0.5
1.63E+12,2021-09-29T13.36.37.460,6.608,-0.591,0.647,0.498
1.63E+12,2021-09-29T13.36.37.466,6.614,-0.567,0.657,0.496
1.63E+12,2021-09-29T13.36.37.471,6.619,-0.557,0.669,0.49
1.63E+12,2021-09-29T13.36.37.476,6.624,-0.568,0.686,0.488
1.63E+12,2021-09-29T13.36.37.481,6.629,-0.586,0.699,0.488
1.63E+12,2021-09-29T13.36.37.487,6.635,-0.624,0.705,0.49
1.63E+12,2021-09-29T13.36.37.491,6.639,-0.666,0.709,0.487
1.63E+12,2021-09-29T13.36.37.495,6.643,-0.695,0.714,0.495
1.63E+12,2021-09-29T13.36.37.501,6.649,-0.703,0.712,0.5
1.63E+12,2021-09-29T13.36.37.506,6.654,-0.704,0.708,0.498
1.63E+12,2021-09-29T13.36.37.512,6.66,-0.688,0.707,0.493
1.63E+12,2021-09-29T13.36.37.516,6.664,-0.658,0.709,0.495
1.63E+12,2021-09-29T13.36.37.522,6.67,-0.624,0.703,0.491
1.63E+12,2021-09-29T13.36.37.526,6.674,-0.598,0.693,0.483
1.63E+12,2021-09-29T13.36.37.532,6.68,-0.581,0.684,0.488
1.63E+12,2021-09-29T13.36.37.536,6.684,-0.567,0.669,0.494
1.63E+12,2021-09-29T13.36.37.541,6.689,-0.575,0.655,0.495
1.63E+12,2021-09-29T13.36.37.547,6.695,-0.592,0.647,0.496
1.63E+12,2021-09-29T13.36.37.551,6.699,-0.609,0.645,0.5
1.63E+12,2021-09-29T13.36.37.557,6.705,-0.623,0.649,0.503
1.63E+12,2021-09-29T13.36.37.561,6.709,-0.638,0.666,0.5
1.63E+12,2021-09-29T13.36.37.567,6.715,-0.646,0.687,0.497
1.63E+12,2021-09-29T13.36.37.572,6.72,-0.649,0.706,0.492
1.63E+12,2021-09-29T13.36.37.576,6.724,-0.653,0.729,0.486
1.63E+12,2021-09-29T13.36.37.582,6.73,-0.658,0.748,0.481
1.63E+12,2021-09-29T13.36.37.586,6.734,-0.658,0.751,0.481
1.63E+12,2021-09-29T13.36.37.592,6.74,-0.659,0.744,0.486
1.63E+12,2021-09-29T13.36.37.597,6.745,-0.655,0.723,0.49
1.63E+12,2021-09-29T13.36.37.602,6.75,-0.642,0.691,0.495
1.63E+12,2021-09-29T13.36.37.607,6.755,-0.628,0.657,0.501
1.63E+12,2021-09-29T13.36.37.611,6.759,-0.61,0.632,0.501
1.63E+12,2021-09-29T13.36.37.617,6.765,-0.594,0.624,0.5
1.63E+12,2021-09-29T13.36.37.621,6.769,-0.577,0.625,0.499
1.63E+12,2021-09-29T13.36.37.627,6.775,-0.577,0.642,0.493
1.63E+12,2021-09-29T13.36.37.632,6.78,-0.585,0.669,0.491
1.63E+12,2021-09-29T13.36.37.638,6.786,-0.604,0.695,0.488
1.63E+12,2021-09-29T13.36.37.642,6.79,-0.628,0.715,0.49
1.63E+12,2021-09-29T13.36.37.646,6.794,-0.653,0.732,0.491
1.63E+12,2021-09-29T13.36.37.652,6.8,-0.667,0.732,0.487
1.63E+12,2021-09-29T13.36.37.657,6.805,-0.673,0.72,0.493
1.63E+12,2021-09-29T13.36.37.662,6.81,-0.674,0.705,0.497
1.63E+12,2021-09-29T13.36.37.667,6.815,-0.661,0.695,0.487
1.63E+12,2021-09-29T13.36.37.673,6.821,-0.645,0.69,0.491
1.63E+12,2021-09-29T13.36.37.677,6.825,-0.632,0.686,0.494
1.63E+12,2021-09-29T13.36.37.683,6.831,-0.62,0.685,0.49
1.63E+12,2021-09-29T13.36.37.687,6.835,-0.606,0.689,0.491
1.63E+12,2021-09-29T13.36.37.692,6.84,-0.599,0.683,0.494
1.63E+12,2021-09-29T13.36.37.698,6.846,-0.599,0.674,0.494
1.63E+12,2021-09-29T13.36.37.702,6.85,-0.6,0.667,0.495
1.63E+12,2021-09-29T13.36.37.708,6.856,-0.599,0.662,0.497
1.63E+12,2021-09-29T13.36.37.712,6.86,-0.604,0.653,0.499
1.63E+12,2021-09-29T13.36.37.718,6.866,-0.618,0.657,0.497
1.63E+12,2021-09-29T13.36.37.723,6.871,-0.63,0.673,0.495
1.63E+12,2021-09-29T13.36.37.727,6.875,-0.645,0.694,0.494
1.63E+12,2021-09-29T13.36.37.733,6.881,-0.661,0.714,0.489
1.63E+12,2021-09-29T13.36.37.737,6.885,-0.675,0.73,0.487
1.63E+12,2021-09-29T13.36.37.743,6.891,-0.675,0.743,0.49
1.63E+12,2021-09-29T13.36.37.747,6.895,-0.663,0.735,0.49
1.63E+12,2021-09-29T13.36.37.753,6.901,-0.651,0.72,0.488
1.63E+12,2021-09-29T13.36.37.758,6.906,-0.628,0.697,0.49
1.63E+12,2021-09-29T13.36.37.762,6.91,-0.604,0.671,0.492
1.63E+12,2021-09-29T13.36.37.768,6.916,-0.599,0.651,0.497
1.63E+12,2021-09-29T13.36.37.772,6.92,-0.591,0.639,0.497
1.63E+12,2021-09-29T13.36.37.778,6.926,-0.594,0.64,0.501
1.63E+12,2021-09-29T13.36.37.783,6.931,-0.605,0.651,0.5
1.63E+12,2021-09-29T13.36.37.788,6.936,-0.614,0.669,0.498
1.63E+12,2021-09-29T13.36.37.793,6.941,-0.619,0.688,0.497
1.63E+12,2021-09-29T13.36.37.797,6.945,-0.625,0.704,0.494
1.63E+12,2021-09-29T13.36.37.803,6.951,-0.637,0.713,0.489
1.63E+12,2021-09-29T13.36.37.807,6.955,-0.643,0.717,0.49
1.63E+12,2021-09-29T13.36.37.813,6.961,-0.646,0.717,0.493
1.63E+12,2021-09-29T13.36.37.818,6.966,-0.655,0.711,0.487
1.63E+12,2021-09-29T13.36.37.824,6.972,-0.66,0.699,0.492
1.63E+12,2021-09-29T13.36.37.828,6.976,-0.66,0.692,0.495
1.63E+12,2021-09-29T13.36.37.834,6.982,-0.649,0.688,0.496
1.63E+12,2021-09-29T13.36.37.838,6.986,-0.635,0.685,0.497
1.63E+12,2021-09-29T13.36.37.843,6.991,-0.62,0.682,0.496
1.63E+12,2021-09-29T13.36.37.849,6.997,-0.602,0.679,0.498
1.63E+12,2021-09-29T13.36.37.853,7.001,-0.591,0.67,0.493
1.63E+12,2021-09-29T13.36.37.859,7.007,-0.589,0.667,0.491
1.63E+12,2021-09-29T13.36.37.863,7.011,-0.594,0.664,0.498
1.63E+12,2021-09-29T13.36.37.869,7.017,-0.604,0.667,0.498
1.63E+12,2021-09-29T13.36.37.873,7.021,-0.619,0.676,0.495
1.63E+12,2021-09-29T13.36.37.878,7.026,-0.637,0.685,0.495
1.63E+12,2021-09-29T13.36.37.884,7.032,-0.65,0.694,0.494
1.63E+12,2021-09-29T13.36.37.888,7.036,-0.66,0.707,0.492
1.63E+12,2021-09-29T13.36.37.894,7.042,-0.662,0.718,0.49
1.63E+12,2021-09-29T13.36.37.898,7.046,-0.656,0.725,0.49
1.63E+12,2021-09-29T13.36.37.904,7.052,-0.647,0.717,0.489
1.63E+12,2021-09-29T13.36.37.909,7.057,-0.637,0.711,0.49
1.63E+12,2021-09-29T13.36.37.913,7.061,-0.627,0.695,0.489
1.63E+12,2021-09-29T13.36.37.919,7.067,-0.615,0.683,0.493
1.63E+12,2021-09-29T13.36.37.923,7.071,-0.615,0.671,0.498
1.63E+12,2021-09-29T13.36.37.929,7.077,-0.614,0.658,0.496
1.63E+12,2021-09-29T13.36.37.933,7.081,-0.61,0.655,0.5
1.63E+12,2021-09-29T13.36.37.939,7.087,-0.61,0.658,0.501
1.63E+12,2021-09-29T13.36.37.944,7.092,-0.609,0.662,0.499
1.63E+12,2021-09-29T13.36.37.948,7.096,-0.612,0.673,0.492
1.63E+12,2021-09-29T13.36.37.954,7.102,-0.617,0.684,0.492
1.63E+12,2021-09-29T13.36.37.958,7.106,-0.629,0.7,0.491
1.63E+12,2021-09-29T13.36.37.964,7.112,-0.642,0.713,0.489
1.63E+12,2021-09-29T13.36.37.969,7.117,-0.651,0.718,0.487
1.63E+12,2021-09-29T13.36.37.974,7.122,-0.659,0.717,0.486
1.63E+12,2021-09-29T13.36.37.979,7.127,-0.66,0.712,0.497
1.63E+12,2021-09-29T13.36.37.985,7.133,-0.655,0.702,0.495
1.63E+12,2021-09-29T13.36.37.989,7.137,-0.643,0.693,0.493
1.63E+12,2021-09-29T13.36.37.994,7.142,-0.63,0.679,0.495
1.63E+12,2021-09-29T13.36.37.999,7.147,-0.613,0.672,0.496
1.63E+12,2021-09-29T13.36.38.004,7.152,-0.604,0.668,0.496
1.63E+12,2021-09-29T13.36.38.010,7.158,-0.599,0.667,0.493
1.63E+12,2021-09-29T13.36.38.014,7.162,-0.596,0.669,0.495
