epoc (ms),timestamp (-0400),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1635180715000,2021-10-25T12.51.55.000,11.696,-0.888,-0.186,0.525
1635180715005,2021-10-25T12.51.55.005,11.701,-0.890,-0.186,0.521
1635180715011,2021-10-25T12.51.55.011,11.707,-0.892,-0.184,0.523
1635180715015,2021-10-25T12.51.55.015,11.711,-0.892,-0.185,0.524
1635180715019,2021-10-25T12.51.55.019,11.715,-0.890,-0.187,0.521
1635180715025,2021-10-25T12.51.55.025,11.721,-0.889,-0.183,0.522
1635180715030,2021-10-25T12.51.55.030,11.726,-0.892,-0.185,0.521
1635180715035,2021-10-25T12.51.55.035,11.731,-0.890,-0.187,0.522
1635180715040,2021-10-25T12.51.55.040,11.736,-0.889,-0.187,0.523
1635180715046,2021-10-25T12.51.55.046,11.742,-0.889,-0.186,0.523
1635180715050,2021-10-25T12.51.55.050,11.746,-0.890,-0.186,0.523
1635180715055,2021-10-25T12.51.55.055,11.751,-0.892,-0.184,0.523
1635180715060,2021-10-25T12.51.55.060,11.756,-0.892,-0.186,0.525
1635180715065,2021-10-25T12.51.55.065,11.761,-0.889,-0.186,0.524
1635180715071,2021-10-25T12.51.55.071,11.767,-0.889,-0.185,0.525
1635180715075,2021-10-25T12.51.55.075,11.771,-0.892,-0.186,0.526
1635180715081,2021-10-25T12.51.55.081,11.777,-0.890,-0.185,0.522
1635180715085,2021-10-25T12.51.55.085,11.781,-0.893,-0.183,0.523
1635180715090,2021-10-25T12.51.55.090,11.786,-0.888,-0.186,0.524
1635180715096,2021-10-25T12.51.55.096,11.792,-0.889,-0.183,0.524
1635180715100,2021-10-25T12.51.55.100,11.796,-0.892,-0.184,0.522
1635180715106,2021-10-25T12.51.55.106,11.802,-0.890,-0.185,0.521
1635180715110,2021-10-25T12.51.55.110,11.806,-0.891,-0.186,0.522
1635180715116,2021-10-25T12.51.55.116,11.812,-0.889,-0.186,0.523
