epoc (ms),timestamp (-0400),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1635180703304,2021-10-25T12.51.43.304,0.000,-0.881,-0.175,0.522
1635180703309,2021-10-25T12.51.43.309,0.005,-0.889,-0.178,0.533
1635180703314,2021-10-25T12.51.43.314,0.010,-0.886,-0.178,0.533
1635180703320,2021-10-25T12.51.43.320,0.016,-0.889,-0.179,0.527
1635180703324,2021-10-25T12.51.43.324,0.020,-0.888,-0.181,0.527
1635180703330,2021-10-25T12.51.43.330,0.026,-0.889,-0.177,0.529
1635180703334,2021-10-25T12.51.43.334,0.030,-0.889,-0.181,0.529
1635180703339,2021-10-25T12.51.43.339,0.035,-0.886,-0.182,0.531
1635180703345,2021-10-25T12.51.43.345,0.041,-0.887,-0.179,0.529
1635180703349,2021-10-25T12.51.43.349,0.045,-0.888,-0.177,0.531
1635180703355,2021-10-25T12.51.43.355,0.051,-0.885,-0.180,0.530
1635180703359,2021-10-25T12.51.43.359,0.055,-0.888,-0.179,0.527
1635180703365,2021-10-25T12.51.43.365,0.061,-0.886,-0.179,0.526
1635180703369,2021-10-25T12.51.43.369,0.065,-0.887,-0.181,0.531
1635180703375,2021-10-25T12.51.43.375,0.071,-0.888,-0.183,0.531
1635180703380,2021-10-25T12.51.43.380,0.076,-0.891,-0.178,0.529
1635180703384,2021-10-25T12.51.43.384,0.080,-0.888,-0.181,0.528
1635180703390,2021-10-25T12.51.43.390,0.086,-0.888,-0.182,0.530
1635180703394,2021-10-25T12.51.43.394,0.090,-0.887,-0.179,0.530
1635180703400,2021-10-25T12.51.43.400,0.096,-0.887,-0.179,0.528
1635180703405,2021-10-25T12.51.43.405,0.101,-0.887,-0.182,0.531
1635180703410,2021-10-25T12.51.43.410,0.106,-0.886,-0.179,0.531
1635180703415,2021-10-25T12.51.43.415,0.111,-0.888,-0.179,0.529
1635180703421,2021-10-25T12.51.43.421,0.117,-0.890,-0.179,0.529
1635180703425,2021-10-25T12.51.43.425,0.121,-0.887,-0.181,0.529
1635180703430,2021-10-25T12.51.43.430,0.126,-0.886,-0.180,0.531
1635180703435,2021-10-25T12.51.43.435,0.131,-0.887,-0.178,0.533
1635180703440,2021-10-25T12.51.43.440,0.136,-0.888,-0.180,0.530
1635180703446,2021-10-25T12.51.43.446,0.142,-0.889,-0.180,0.530
1635180703450,2021-10-25T12.51.43.450,0.146,-0.890,-0.178,0.530
1635180703456,2021-10-25T12.51.43.456,0.152,-0.889,-0.179,0.530
1635180703460,2021-10-25T12.51.43.460,0.156,-0.888,-0.178,0.530
1635180703465,2021-10-25T12.51.43.465,0.161,-0.888,-0.178,0.532
1635180703471,2021-10-25T12.51.43.471,0.167,-0.886,-0.178,0.531
1635180703475,2021-10-25T12.51.43.475,0.171,-0.889,-0.178,0.530
1635180703481,2021-10-25T12.51.43.481,0.177,-0.887,-0.180,0.526
1635180703485,2021-10-25T12.51.43.485,0.181,-0.887,-0.178,0.529
1635180703491,2021-10-25T12.51.43.491,0.187,-0.887,-0.180,0.530
1635180703495,2021-10-25T12.51.43.495,0.191,-0.890,-0.178,0.528
1635180703501,2021-10-25T12.51.43.501,0.197,-0.890,-0.173,0.531
1635180703506,2021-10-25T12.51.43.506,0.202,-0.888,-0.178,0.530
1635180703510,2021-10-25T12.51.43.510,0.206,-0.885,-0.180,0.532
1635180703516,2021-10-25T12.51.43.516,0.212,-0.884,-0.179,0.528
1635180703520,2021-10-25T12.51.43.520,0.216,-0.888,-0.179,0.532
1635180703526,2021-10-25T12.51.43.526,0.222,-0.884,-0.177,0.531
1635180703531,2021-10-25T12.51.43.531,0.227,-0.887,-0.179,0.527
1635180703536,2021-10-25T12.51.43.536,0.232,-0.885,-0.182,0.529
1635180703541,2021-10-25T12.51.43.541,0.237,-0.887,-0.179,0.528
1635180703545,2021-10-25T12.51.43.545,0.241,-0.890,-0.178,0.527
1635180703551,2021-10-25T12.51.43.551,0.247,-0.890,-0.177,0.529
1635180703555,2021-10-25T12.51.43.555,0.251,-0.888,-0.178,0.528
1635180703561,2021-10-25T12.51.43.561,0.257,-0.889,-0.180,0.529
1635180703566,2021-10-25T12.51.43.566,0.262,-0.885,-0.181,0.532
1635180703572,2021-10-25T12.51.43.572,0.268,-0.888,-0.181,0.529
1635180703576,2021-10-25T12.51.43.576,0.272,-0.888,-0.182,0.528
1635180703582,2021-10-25T12.51.43.582,0.278,-0.887,-0.181,0.530
1635180703586,2021-10-25T12.51.43.586,0.282,-0.890,-0.181,0.530
1635180703591,2021-10-25T12.51.43.591,0.287,-0.888,-0.180,0.527
1635180703596,2021-10-25T12.51.43.596,0.292,-0.885,-0.176,0.527
1635180703601,2021-10-25T12.51.43.601,0.297,-0.887,-0.178,0.531
1635180703607,2021-10-25T12.51.43.607,0.303,-0.887,-0.181,0.530
1635180703611,2021-10-25T12.51.43.611,0.307,-0.887,-0.182,0.529
1635180703617,2021-10-25T12.51.43.617,0.313,-0.891,-0.178,0.530
1635180703621,2021-10-25T12.51.43.621,0.317,-0.886,-0.180,0.530
1635180703627,2021-10-25T12.51.43.627,0.323,-0.885,-0.181,0.530
1635180703632,2021-10-25T12.51.43.632,0.328,-0.887,-0.177,0.531
1635180703636,2021-10-25T12.51.43.636,0.332,-0.889,-0.180,0.534
1635180703642,2021-10-25T12.51.43.642,0.338,-0.887,-0.180,0.530
1635180703646,2021-10-25T12.51.43.646,0.342,-0.885,-0.180,0.529
1635180703652,2021-10-25T12.51.43.652,0.348,-0.887,-0.182,0.531
1635180703657,2021-10-25T12.51.43.657,0.353,-0.888,-0.181,0.529
1635180703662,2021-10-25T12.51.43.662,0.358,-0.889,-0.182,0.530
1635180703667,2021-10-25T12.51.43.667,0.363,-0.890,-0.181,0.529
1635180703671,2021-10-25T12.51.43.671,0.367,-0.888,-0.178,0.532
1635180703677,2021-10-25T12.51.43.677,0.373,-0.890,-0.179,0.531
1635180703681,2021-10-25T12.51.43.681,0.377,-0.889,-0.180,0.530
1635180703687,2021-10-25T12.51.43.687,0.383,-0.887,-0.181,0.529
1635180703692,2021-10-25T12.51.43.692,0.388,-0.885,-0.180,0.529
1635180703698,2021-10-25T12.51.43.698,0.394,-0.886,-0.179,0.530
1635180703702,2021-10-25T12.51.43.702,0.398,-0.888,-0.178,0.529
1635180703706,2021-10-25T12.51.43.706,0.402,-0.888,-0.180,0.534
1635180703712,2021-10-25T12.51.43.712,0.408,-0.888,-0.181,0.531
1635180703717,2021-10-25T12.51.43.717,0.413,-0.888,-0.179,0.528
1635180703722,2021-10-25T12.51.43.722,0.418,-0.888,-0.177,0.529
1635180703727,2021-10-25T12.51.43.727,0.423,-0.887,-0.180,0.532
1635180703733,2021-10-25T12.51.43.733,0.429,-0.885,-0.179,0.532
1635180703737,2021-10-25T12.51.43.737,0.433,-0.887,-0.177,0.528
1635180703743,2021-10-25T12.51.43.743,0.439,-0.887,-0.182,0.529
1635180703747,2021-10-25T12.51.43.747,0.443,-0.886,-0.181,0.532
1635180703752,2021-10-25T12.51.43.752,0.448,-0.890,-0.181,0.534
1635180703758,2021-10-25T12.51.43.758,0.454,-0.885,-0.179,0.531
1635180703762,2021-10-25T12.51.43.762,0.458,-0.888,-0.179,0.531
1635180703768,2021-10-25T12.51.43.768,0.464,-0.888,-0.180,0.529
1635180703772,2021-10-25T12.51.43.772,0.468,-0.888,-0.177,0.529
1635180703778,2021-10-25T12.51.43.778,0.474,-0.885,-0.178,0.528
1635180703783,2021-10-25T12.51.43.783,0.479,-0.889,-0.178,0.533
1635180703787,2021-10-25T12.51.43.787,0.483,-0.887,-0.179,0.529
1635180703793,2021-10-25T12.51.43.793,0.489,-0.886,-0.182,0.527
1635180703797,2021-10-25T12.51.43.797,0.493,-0.888,-0.179,0.529
1635180703803,2021-10-25T12.51.43.803,0.499,-0.887,-0.181,0.529
1635180703807,2021-10-25T12.51.43.807,0.503,-0.882,-0.181,0.527
1635180703813,2021-10-25T12.51.43.813,0.509,-0.886,-0.180,0.529
1635180703818,2021-10-25T12.51.43.818,0.514,-0.889,-0.178,0.530
1635180703824,2021-10-25T12.51.43.824,0.520,-0.889,-0.181,0.532
1635180703828,2021-10-25T12.51.43.828,0.524,-0.886,-0.179,0.531
1635180703832,2021-10-25T12.51.43.832,0.528,-0.889,-0.180,0.531
1635180703838,2021-10-25T12.51.43.838,0.534,-0.884,-0.180,0.527
1635180703843,2021-10-25T12.51.43.843,0.539,-0.887,-0.182,0.534
1635180703848,2021-10-25T12.51.43.848,0.544,-0.889,-0.179,0.530
1635180703853,2021-10-25T12.51.43.853,0.549,-0.889,-0.181,0.531
1635180703859,2021-10-25T12.51.43.859,0.555,-0.887,-0.180,0.529
1635180703863,2021-10-25T12.51.43.863,0.559,-0.886,-0.180,0.531
1635180703869,2021-10-25T12.51.43.869,0.565,-0.886,-0.177,0.531
1635180703873,2021-10-25T12.51.43.873,0.569,-0.885,-0.180,0.530
1635180703878,2021-10-25T12.51.43.878,0.574,-0.885,-0.181,0.529
1635180703884,2021-10-25T12.51.43.884,0.580,-0.886,-0.180,0.531
1635180703888,2021-10-25T12.51.43.888,0.584,-0.886,-0.177,0.530
1635180703894,2021-10-25T12.51.43.894,0.590,-0.887,-0.177,0.530
1635180703898,2021-10-25T12.51.43.898,0.594,-0.887,-0.181,0.527
1635180703904,2021-10-25T12.51.43.904,0.600,-0.886,-0.181,0.532
1635180703909,2021-10-25T12.51.43.909,0.605,-0.885,-0.181,0.530
1635180703913,2021-10-25T12.51.43.913,0.609,-0.889,-0.182,0.526
1635180703919,2021-10-25T12.51.43.919,0.615,-0.887,-0.180,0.531
1635180703923,2021-10-25T12.51.43.923,0.619,-0.888,-0.177,0.530
1635180703929,2021-10-25T12.51.43.929,0.625,-0.887,-0.179,0.528
1635180703933,2021-10-25T12.51.43.933,0.629,-0.886,-0.177,0.532
1635180703939,2021-10-25T12.51.43.939,0.635,-0.886,-0.179,0.530
1635180703944,2021-10-25T12.51.43.944,0.640,-0.886,-0.177,0.531
1635180703950,2021-10-25T12.51.43.950,0.646,-0.887,-0.177,0.531
1635180703954,2021-10-25T12.51.43.954,0.650,-0.887,-0.180,0.530
1635180703958,2021-10-25T12.51.43.958,0.654,-0.890,-0.180,0.526
1635180703964,2021-10-25T12.51.43.964,0.660,-0.892,-0.180,0.529
1635180703969,2021-10-25T12.51.43.969,0.665,-0.887,-0.179,0.531
1635180703974,2021-10-25T12.51.43.974,0.670,-0.886,-0.178,0.531
1635180703979,2021-10-25T12.51.43.979,0.675,-0.888,-0.177,0.529
1635180703985,2021-10-25T12.51.43.985,0.681,-0.891,-0.179,0.527
1635180703989,2021-10-25T12.51.43.989,0.685,-0.889,-0.178,0.527
1635180703995,2021-10-25T12.51.43.995,0.691,-0.887,-0.178,0.530
1635180703999,2021-10-25T12.51.43.999,0.695,-0.888,-0.179,0.528
1635180704004,2021-10-25T12.51.44.004,0.700,-0.887,-0.182,0.529
1635180704010,2021-10-25T12.51.44.010,0.706,-0.888,-0.180,0.530
1635180704014,2021-10-25T12.51.44.014,0.710,-0.885,-0.183,0.526
1635180704020,2021-10-25T12.51.44.020,0.716,-0.886,-0.182,0.529
1635180704024,2021-10-25T12.51.44.024,0.720,-0.887,-0.178,0.528
1635180704030,2021-10-25T12.51.44.030,0.726,-0.886,-0.180,0.527
1635180704034,2021-10-25T12.51.44.034,0.730,-0.886,-0.182,0.528
1635180704039,2021-10-25T12.51.44.039,0.735,-0.890,-0.179,0.528
1635180704045,2021-10-25T12.51.44.045,0.741,-0.887,-0.181,0.530
1635180704049,2021-10-25T12.51.44.049,0.745,-0.889,-0.183,0.532
1635180704055,2021-10-25T12.51.44.055,0.751,-0.884,-0.178,0.530
1635180704059,2021-10-25T12.51.44.059,0.755,-0.887,-0.177,0.531
1635180704065,2021-10-25T12.51.44.065,0.761,-0.889,-0.180,0.534
1635180704070,2021-10-25T12.51.44.070,0.766,-0.888,-0.181,0.528
1635180704075,2021-10-25T12.51.44.075,0.771,-0.887,-0.180,0.531
1635180704080,2021-10-25T12.51.44.080,0.776,-0.885,-0.179,0.530
1635180704084,2021-10-25T12.51.44.084,0.780,-0.887,-0.180,0.528
1635180704090,2021-10-25T12.51.44.090,0.786,-0.886,-0.179,0.532
1635180704095,2021-10-25T12.51.44.095,0.791,-0.889,-0.178,0.530
1635180704100,2021-10-25T12.51.44.100,0.796,-0.887,-0.180,0.529
1635180704105,2021-10-25T12.51.44.105,0.801,-0.887,-0.179,0.527
1635180704111,2021-10-25T12.51.44.111,0.807,-0.888,-0.180,0.528
1635180704115,2021-10-25T12.51.44.115,0.811,-0.889,-0.181,0.531
1635180704119,2021-10-25T12.51.44.119,0.815,-0.890,-0.178,0.528
1635180704125,2021-10-25T12.51.44.125,0.821,-0.887,-0.180,0.531
1635180704130,2021-10-25T12.51.44.130,0.826,-0.888,-0.180,0.526
1635180704136,2021-10-25T12.51.44.136,0.832,-0.887,-0.179,0.528
1635180704140,2021-10-25T12.51.44.140,0.836,-0.884,-0.181,0.528
1635180704146,2021-10-25T12.51.44.146,0.842,-0.887,-0.180,0.530
1635180704150,2021-10-25T12.51.44.150,0.846,-0.890,-0.178,0.531
1635180704156,2021-10-25T12.51.44.156,0.852,-0.889,-0.178,0.529
1635180704160,2021-10-25T12.51.44.160,0.856,-0.887,-0.182,0.527
1635180704166,2021-10-25T12.51.44.166,0.862,-0.886,-0.179,0.530
1635180704171,2021-10-25T12.51.44.171,0.867,-0.887,-0.178,0.529
1635180704175,2021-10-25T12.51.44.175,0.871,-0.885,-0.180,0.526
1635180704181,2021-10-25T12.51.44.181,0.877,-0.883,-0.180,0.529
1635180704185,2021-10-25T12.51.44.185,0.881,-0.887,-0.180,0.531
1635180704191,2021-10-25T12.51.44.191,0.887,-0.887,-0.176,0.529
1635180704196,2021-10-25T12.51.44.196,0.892,-0.887,-0.180,0.530
1635180704200,2021-10-25T12.51.44.200,0.896,-0.886,-0.181,0.530
1635180704206,2021-10-25T12.51.44.206,0.902,-0.889,-0.181,0.529
1635180704210,2021-10-25T12.51.44.210,0.906,-0.891,-0.178,0.533
1635180704216,2021-10-25T12.51.44.216,0.912,-0.887,-0.178,0.529
1635180704221,2021-10-25T12.51.44.221,0.917,-0.887,-0.180,0.531
1635180704226,2021-10-25T12.51.44.226,0.922,-0.886,-0.183,0.526
1635180704231,2021-10-25T12.51.44.231,0.927,-0.888,-0.179,0.528
1635180704237,2021-10-25T12.51.44.237,0.933,-0.887,-0.180,0.529
1635180704241,2021-10-25T12.51.44.241,0.937,-0.890,-0.179,0.529
1635180704245,2021-10-25T12.51.44.245,0.941,-0.887,-0.179,0.530
1635180704251,2021-10-25T12.51.44.251,0.947,-0.884,-0.178,0.531
1635180704257,2021-10-25T12.51.44.257,0.953,-0.887,-0.179,0.531
1635180704262,2021-10-25T12.51.44.262,0.958,-0.884,-0.180,0.528
1635180704266,2021-10-25T12.51.44.266,0.962,-0.885,-0.180,0.527
1635180704272,2021-10-25T12.51.44.272,0.968,-0.888,-0.183,0.529
1635180704276,2021-10-25T12.51.44.276,0.972,-0.886,-0.178,0.534
1635180704282,2021-10-25T12.51.44.282,0.978,-0.886,-0.177,0.530
1635180704286,2021-10-25T12.51.44.286,0.982,-0.887,-0.180,0.536
1635180704291,2021-10-25T12.51.44.291,0.987,-0.890,-0.183,0.531
1635180704297,2021-10-25T12.51.44.297,0.993,-0.888,-0.178,0.525
1635180704301,2021-10-25T12.51.44.301,0.997,-0.891,-0.178,0.530
1635180704307,2021-10-25T12.51.44.307,1.003,-0.887,-0.180,0.529
1635180704311,2021-10-25T12.51.44.311,1.007,-0.887,-0.181,0.533
1635180704317,2021-10-25T12.51.44.317,1.013,-0.889,-0.179,0.530
1635180704322,2021-10-25T12.51.44.322,1.018,-0.888,-0.181,0.526
1635180704326,2021-10-25T12.51.44.326,1.022,-0.884,-0.181,0.526
1635180704332,2021-10-25T12.51.44.332,1.028,-0.887,-0.178,0.528
1635180704336,2021-10-25T12.51.44.336,1.032,-0.889,-0.178,0.533
1635180704342,2021-10-25T12.51.44.342,1.038,-0.886,-0.178,0.528
1635180704348,2021-10-25T12.51.44.348,1.044,-0.885,-0.179,0.530
1635180704352,2021-10-25T12.51.44.352,1.048,-0.888,-0.179,0.528
1635180704357,2021-10-25T12.51.44.357,1.053,-0.888,-0.179,0.530
1635180704361,2021-10-25T12.51.44.361,1.057,-0.883,-0.182,0.528
1635180704367,2021-10-25T12.51.44.367,1.063,-0.883,-0.179,0.526
1635180704371,2021-10-25T12.51.44.371,1.067,-0.889,-0.179,0.533
1635180704377,2021-10-25T12.51.44.377,1.073,-0.891,-0.180,0.531
1635180704382,2021-10-25T12.51.44.382,1.078,-0.892,-0.180,0.529
1635180704388,2021-10-25T12.51.44.388,1.084,-0.887,-0.179,0.529
1635180704392,2021-10-25T12.51.44.392,1.088,-0.889,-0.180,0.529
1635180704398,2021-10-25T12.51.44.398,1.094,-0.887,-0.177,0.531
1635180704402,2021-10-25T12.51.44.402,1.098,-0.886,-0.179,0.532
1635180704408,2021-10-25T12.51.44.408,1.104,-0.886,-0.179,0.528
1635180704412,2021-10-25T12.51.44.412,1.108,-0.888,-0.178,0.527
1635180704417,2021-10-25T12.51.44.417,1.113,-0.887,-0.178,0.528
1635180704423,2021-10-25T12.51.44.423,1.119,-0.887,-0.180,0.531
1635180704427,2021-10-25T12.51.44.427,1.123,-0.890,-0.180,0.529
1635180704433,2021-10-25T12.51.44.433,1.129,-0.888,-0.178,0.529
1635180704437,2021-10-25T12.51.44.437,1.133,-0.887,-0.176,0.528
1635180704442,2021-10-25T12.51.44.442,1.138,-0.887,-0.177,0.533
1635180704448,2021-10-25T12.51.44.448,1.144,-0.887,-0.177,0.531
1635180704453,2021-10-25T12.51.44.453,1.149,-0.891,-0.179,0.530
1635180704458,2021-10-25T12.51.44.458,1.154,-0.888,-0.177,0.531
1635180704462,2021-10-25T12.51.44.462,1.158,-0.888,-0.177,0.526
1635180704468,2021-10-25T12.51.44.468,1.164,-0.889,-0.178,0.528
1635180704472,2021-10-25T12.51.44.472,1.168,-0.887,-0.180,0.526
1635180704478,2021-10-25T12.51.44.478,1.174,-0.888,-0.183,0.527
1635180704483,2021-10-25T12.51.44.483,1.179,-0.888,-0.179,0.528
1635180704487,2021-10-25T12.51.44.487,1.183,-0.885,-0.181,0.531
1635180704493,2021-10-25T12.51.44.493,1.189,-0.886,-0.181,0.531
1635180704497,2021-10-25T12.51.44.497,1.193,-0.890,-0.179,0.530
1635180704503,2021-10-25T12.51.44.503,1.199,-0.886,-0.180,0.529
1635180704508,2021-10-25T12.51.44.508,1.204,-0.885,-0.179,0.530
1635180704513,2021-10-25T12.51.44.513,1.209,-0.888,-0.177,0.529
1635180704518,2021-10-25T12.51.44.518,1.214,-0.889,-0.179,0.531
1635180704524,2021-10-25T12.51.44.524,1.220,-0.886,-0.179,0.533
1635180704528,2021-10-25T12.51.44.528,1.224,-0.890,-0.180,0.530
1635180704533,2021-10-25T12.51.44.533,1.229,-0.888,-0.179,0.530
1635180704538,2021-10-25T12.51.44.538,1.234,-0.888,-0.178,0.528
1635180704543,2021-10-25T12.51.44.543,1.239,-0.887,-0.181,0.532
1635180704549,2021-10-25T12.51.44.549,1.245,-0.887,-0.179,0.531
1635180704553,2021-10-25T12.51.44.553,1.249,-0.887,-0.181,0.530
1635180704559,2021-10-25T12.51.44.559,1.255,-0.887,-0.177,0.529
1635180704563,2021-10-25T12.51.44.563,1.259,-0.888,-0.178,0.528
1635180704568,2021-10-25T12.51.44.568,1.264,-0.885,-0.181,0.529
1635180704574,2021-10-25T12.51.44.574,1.270,-0.886,-0.180,0.529
1635180704578,2021-10-25T12.51.44.578,1.274,-0.888,-0.181,0.528
1635180704584,2021-10-25T12.51.44.584,1.280,-0.885,-0.179,0.531
1635180704588,2021-10-25T12.51.44.588,1.284,-0.882,-0.178,0.531
1635180704594,2021-10-25T12.51.44.594,1.290,-0.885,-0.179,0.527
1635180704598,2021-10-25T12.51.44.598,1.294,-0.888,-0.177,0.527
1635180704604,2021-10-25T12.51.44.604,1.300,-0.889,-0.182,0.528
1635180704609,2021-10-25T12.51.44.609,1.305,-0.888,-0.180,0.527
1635180704615,2021-10-25T12.51.44.615,1.311,-0.888,-0.177,0.529
1635180704619,2021-10-25T12.51.44.619,1.315,-0.889,-0.180,0.526
1635180704623,2021-10-25T12.51.44.623,1.319,-0.888,-0.181,0.533
1635180704629,2021-10-25T12.51.44.629,1.325,-0.886,-0.179,0.535
1635180704634,2021-10-25T12.51.44.634,1.330,-0.889,-0.179,0.530
1635180704639,2021-10-25T12.51.44.639,1.335,-0.889,-0.179,0.531
1635180704644,2021-10-25T12.51.44.644,1.340,-0.886,-0.179,0.530
1635180704648,2021-10-25T12.51.44.648,1.344,-0.886,-0.179,0.528
1635180704654,2021-10-25T12.51.44.654,1.350,-0.891,-0.180,0.527
1635180704659,2021-10-25T12.51.44.659,1.355,-0.885,-0.179,0.531
1635180704664,2021-10-25T12.51.44.664,1.360,-0.887,-0.179,0.534
1635180704669,2021-10-25T12.51.44.669,1.365,-0.892,-0.177,0.532
1635180704675,2021-10-25T12.51.44.675,1.371,-0.890,-0.180,0.528
1635180704679,2021-10-25T12.51.44.679,1.375,-0.885,-0.177,0.526
1635180704685,2021-10-25T12.51.44.685,1.381,-0.885,-0.178,0.529
1635180704689,2021-10-25T12.51.44.689,1.385,-0.888,-0.180,0.530
1635180704694,2021-10-25T12.51.44.694,1.390,-0.889,-0.179,0.531
1635180704700,2021-10-25T12.51.44.700,1.396,-0.888,-0.179,0.529
1635180704704,2021-10-25T12.51.44.704,1.400,-0.888,-0.182,0.530
1635180704710,2021-10-25T12.51.44.710,1.406,-0.886,-0.176,0.528
1635180704714,2021-10-25T12.51.44.714,1.410,-0.887,-0.178,0.530
1635180704720,2021-10-25T12.51.44.720,1.416,-0.889,-0.181,0.531
1635180704724,2021-10-25T12.51.44.724,1.420,-0.885,-0.179,0.532
1635180704730,2021-10-25T12.51.44.730,1.426,-0.885,-0.177,0.529
1635180704735,2021-10-25T12.51.44.735,1.431,-0.884,-0.178,0.530
1635180704739,2021-10-25T12.51.44.739,1.435,-0.889,-0.179,0.528
1635180704745,2021-10-25T12.51.44.745,1.441,-0.887,-0.177,0.530
1635180704749,2021-10-25T12.51.44.749,1.445,-0.888,-0.177,0.531
1635180704755,2021-10-25T12.51.44.755,1.451,-0.886,-0.176,0.530
1635180704760,2021-10-25T12.51.44.760,1.456,-0.885,-0.179,0.528
1635180704765,2021-10-25T12.51.44.765,1.461,-0.888,-0.178,0.532
1635180704770,2021-10-25T12.51.44.770,1.466,-0.891,-0.179,0.531
1635180704774,2021-10-25T12.51.44.774,1.470,-0.886,-0.181,0.530
1635180704780,2021-10-25T12.51.44.780,1.476,-0.888,-0.180,0.528
1635180704784,2021-10-25T12.51.44.784,1.480,-0.889,-0.180,0.528
1635180704790,2021-10-25T12.51.44.790,1.486,-0.888,-0.181,0.534
1635180704795,2021-10-25T12.51.44.795,1.491,-0.888,-0.179,0.532
1635180704801,2021-10-25T12.51.44.801,1.497,-0.887,-0.177,0.528
1635180704805,2021-10-25T12.51.44.805,1.501,-0.887,-0.178,0.529
1635180704811,2021-10-25T12.51.44.811,1.507,-0.887,-0.183,0.530
1635180704815,2021-10-25T12.51.44.815,1.511,-0.888,-0.180,0.531
1635180704820,2021-10-25T12.51.44.820,1.516,-0.888,-0.176,0.529
1635180704825,2021-10-25T12.51.44.825,1.521,-0.884,-0.180,0.530
1635180704830,2021-10-25T12.51.44.830,1.526,-0.887,-0.178,0.533
1635180704836,2021-10-25T12.51.44.836,1.532,-0.890,-0.175,0.531
1635180704840,2021-10-25T12.51.44.840,1.536,-0.887,-0.178,0.525
1635180704846,2021-10-25T12.51.44.846,1.542,-0.888,-0.179,0.530
1635180704850,2021-10-25T12.51.44.850,1.546,-0.884,-0.182,0.531
1635180704856,2021-10-25T12.51.44.856,1.552,-0.889,-0.180,0.532
1635180704861,2021-10-25T12.51.44.861,1.557,-0.891,-0.175,0.530
1635180704865,2021-10-25T12.51.44.865,1.561,-0.887,-0.178,0.529
1635180704871,2021-10-25T12.51.44.871,1.567,-0.885,-0.181,0.530
1635180704875,2021-10-25T12.51.44.875,1.571,-0.885,-0.177,0.527
1635180704881,2021-10-25T12.51.44.881,1.577,-0.885,-0.178,0.534
1635180704886,2021-10-25T12.51.44.886,1.582,-0.888,-0.180,0.532
1635180704891,2021-10-25T12.51.44.891,1.587,-0.888,-0.177,0.532
1635180704896,2021-10-25T12.51.44.896,1.592,-0.885,-0.176,0.531
1635180704900,2021-10-25T12.51.44.900,1.596,-0.885,-0.180,0.530
1635180704906,2021-10-25T12.51.44.906,1.602,-0.889,-0.179,0.533
1635180704910,2021-10-25T12.51.44.910,1.606,-0.888,-0.178,0.529
1635180704916,2021-10-25T12.51.44.916,1.612,-0.886,-0.177,0.533
1635180704921,2021-10-25T12.51.44.921,1.617,-0.886,-0.180,0.528
1635180704927,2021-10-25T12.51.44.927,1.623,-0.890,-0.181,0.532
1635180704931,2021-10-25T12.51.44.931,1.627,-0.887,-0.180,0.532
1635180704935,2021-10-25T12.51.44.935,1.631,-0.886,-0.178,0.533
1635180704941,2021-10-25T12.51.44.941,1.637,-0.890,-0.179,0.531
1635180704947,2021-10-25T12.51.44.947,1.643,-0.885,-0.180,0.527
1635180704951,2021-10-25T12.51.44.951,1.647,-0.890,-0.180,0.534
1635180704956,2021-10-25T12.51.44.956,1.652,-0.887,-0.179,0.528
1635180704962,2021-10-25T12.51.44.962,1.658,-0.887,-0.177,0.529
1635180704966,2021-10-25T12.51.44.966,1.662,-0.888,-0.177,0.529
1635180704972,2021-10-25T12.51.44.972,1.668,-0.889,-0.178,0.529
1635180704976,2021-10-25T12.51.44.976,1.672,-0.889,-0.180,0.531
1635180704981,2021-10-25T12.51.44.981,1.677,-0.890,-0.177,0.531
1635180704987,2021-10-25T12.51.44.987,1.683,-0.889,-0.179,0.531
1635180704991,2021-10-25T12.51.44.991,1.687,-0.886,-0.177,0.528
1635180704997,2021-10-25T12.51.44.997,1.693,-0.888,-0.181,0.528
1635180705001,2021-10-25T12.51.45.001,1.697,-0.886,-0.178,0.527
1635180705007,2021-10-25T12.51.45.007,1.703,-0.887,-0.179,0.529
1635180705012,2021-10-25T12.51.45.012,1.708,-0.887,-0.180,0.531
1635180705016,2021-10-25T12.51.45.016,1.712,-0.886,-0.178,0.533
1635180705022,2021-10-25T12.51.45.022,1.718,-0.886,-0.178,0.527
1635180705026,2021-10-25T12.51.45.026,1.722,-0.891,-0.180,0.530
1635180705032,2021-10-25T12.51.45.032,1.728,-0.888,-0.177,0.530
1635180705036,2021-10-25T12.51.45.036,1.732,-0.888,-0.176,0.529
1635180705042,2021-10-25T12.51.45.042,1.738,-0.886,-0.183,0.529
1635180705047,2021-10-25T12.51.45.047,1.743,-0.889,-0.178,0.531
1635180705053,2021-10-25T12.51.45.053,1.749,-0.886,-0.179,0.531
1635180705057,2021-10-25T12.51.45.057,1.753,-0.887,-0.179,0.527
1635180705061,2021-10-25T12.51.45.061,1.757,-0.889,-0.177,0.528
1635180705067,2021-10-25T12.51.45.067,1.763,-0.888,-0.178,0.531
1635180705073,2021-10-25T12.51.45.073,1.769,-0.886,-0.179,0.530
1635180705077,2021-10-25T12.51.45.077,1.773,-0.885,-0.182,0.530
1635180705082,2021-10-25T12.51.45.082,1.778,-0.888,-0.177,0.531
1635180705088,2021-10-25T12.51.45.088,1.784,-0.888,-0.179,0.530
1635180705092,2021-10-25T12.51.45.092,1.788,-0.890,-0.181,0.531
1635180705096,2021-10-25T12.51.45.096,1.792,-0.887,-0.178,0.527
